Período;SAWP;Nino 4;Nino 34;Nino 3;Nino 12;ACT;TSA;TNA;Dipolo
2002-10;0.026672575;0.726994859;1.156280356;0.778881807;0.903135879;-0.237566348;-0.078602236;-0.013315165;0.065287071
2002-11;-0.078447873;0.995381678;1.351069721;1.221841195;1.309329185;-0.279242715;-0.11823783;-0.011938978;0.106298852
2002-12;0.267916359;0.987130466;1.427786576;1.275496223;1.057577758;-0.150622594;0.29468128;-0.128856292;-0.423537572
2003-01;0.296693693;0.780041973;0.993400754;0.763943206;0.09338506;0.029482112;0.441986833;0.048113087;-0.393873747
2003-02;0.48076163;0.758366841;0.750995294;0.478468763;0.077256337;0.044523327;0.628461698;-0.200584846;-0.829046544
2003-03;0.392998054;0.739167448;0.602473349;0.220352142;0.185871647;0.146199808;0.404555246;-0.164015846;-0.568571093
2003-04;0.183087872;0.257382605;-0.061391308;-0.291917513;-0.787468995;-0.07826074;0.232746115;-0.189865429;-0.422611544
2003-05;0.078591127;-0.110644151;-0.537384033;-0.877074243;-1.723658386;-0.09177225;0.045086916;-0.263030569;-0.308117485
2003-06;-0.219646462;0.118027855;-0.266182467;-0.551715453;-0.896621462;-0.084904822;-0.221210359;-0.170271598;0.050938761
2003-07;-0.213133609;0.243947175;0.133788019;0.064520188;-0.40109307;0.428735113;-0.079159551;0.034538211;0.113697762
2003-08;0.303263124;0.236842279;0.119129523;0.239995608;0.284506477;0.367608707;0.392463934;0.31786344;-0.074600495
2003-09;0.072871832;0.245953661;0.290315448;0.190910556;-0.171095564;0.085745954;0.066933947;0.227421837;0.16048789
2003-10;0.427561641;0.556735118;0.521224274;0.507644979;0.421217334;0.215173731;0.456167601;0.388975986;-0.067191616
2003-11;0.156089875;0.52663332;0.30142471;0.405160003;0.604502736;0.156547514;0.249747721;0.088205382;-0.161542339
2003-12;0.125565832;0.407950436;0.435381098;0.795930449;0.579187113;0.135808327;0.171837363;0.320130849;0.148293486
2004-01;0.299437083;0.430151952;0.302497504;0.572167827;0.333541626;-0.156357265;0.336446383;0.379410486;0.042964103
2004-02;0.049081574;0.376242629;0.255971027;0.343257006;0.160974516;-0.286581572;-0.091821031;0.403592221;0.495413252
2004-03;-0.1144705;0.170393913;-0.10655162;0.030379445;-0.847102984;-0.286363394;-0.296213399;0.235377156;0.531590554
2004-04;-0.206929967;0.171215958;0.037700635;-0.099883006;-0.020156162;-0.688784362;-0.342034524;0.343290924;0.685325448
2004-05;-0.181080414;0.266405984;0.163154062;-0.389270756;-0.979470625;-0.686900008;-0.367433667;-0.009129824;0.358303842
2004-06;-0.043143611;0.170811556;0.078438651;-0.174156574;-0.902622081;-0.266649801;-0.180958802;0.021776435;0.202735237
2004-07;0.004924646;0.452494502;0.580381717;0.114388483;-0.692062047;-0.279395327;-0.062501896;0.160294654;0.22279655
2004-08;0.184704864;0.518896915;0.734550278;0.191075239;-0.542279987;-0.031590304;0.162835197;0.41576154;0.252926343
2004-09;0.260889347;0.758454159;0.770333524;0.358442293;-0.223075277;0.319762968;0.260723255;0.271808886;0.011085631
2004-10;0.085698633;0.78037148;0.730709741;0.501701384;0.428034658;0.032483742;0.007430282;0.255734576;0.248304293
2004-11;-0.128144502;0.756548673;0.670095587;0.629548785;0.989723171;0.120000779;-0.116994587;0.464595724;0.581590311
2004-12;-0.084415463;0.796396979;0.717309573;0.646966213;0.175974261;0.074342451;-0.077984474;0.353420802;0.431405276
2005-01;0.227280801;0.99252008;0.698170715;0.36862088;0.158775546;0.141205767;0.243046208;0.3545118;0.111465593
2005-02;0.293171324;0.720770561;0.310282239;-0.067802853;-0.58590313;0.063976778;0.255670059;0.360370401;0.104700341
2005-03;0.394462237;0.624104203;0.349323236;-0.172130498;-1.358637028;0.211093357;0.321821743;0.683997578;0.362175834
2005-04;0.035296303;0.381840387;0.219458975;0.096222008;-0.512167393;-0.142676722;0.045165658;0.859075141;0.813909484
2005-05;0.035247877;0.292996066;0.311974399;0.268980724;0.07352245;-0.705932169;-0.056454952;0.857568545;0.914023496
2005-06;-0.1744792;0.322474117;0.29401619;0.185715395;-0.623639887;-0.735783853;-0.34583496;0.860504985;1.206339945
2005-07;-0.219327431;0.220501515;0.160054944;0.182117265;-0.340882203;-0.398036656;-0.504134341;0.62661378;1.130748122
2005-08;-0.190111407;0.099268506;0.135491586;0.309222882;-0.481778391;-0.238674322;-0.355598548;0.365296007;0.720894555
2005-09;-0.237401045;0.036732244;-0.035975763;-0.14788514;-0.603046025;-0.141947753;-0.361189876;0.369044121;0.730233996
2005-10;-0.421726052;0.134050871;0.012430316;-0.248542086;-1.028548002;-0.136274765;-0.43968579;0.073661044;0.513346834
2005-11;-0.25107822;-0.05329847;-0.467710892;-0.941077605;-1.18557379;-0.022238573;-0.299118899;0.140792428;0.439911327
2005-12;-0.145305037;-0.125466842;-0.739384616;-1.187517922;-0.581108666;-0.123747289;-0.246867972;0.455348149;0.702216121
2006-01;-0.433962015;-0.512410682;-0.864041815;-0.760190241;-0.015209741;-0.214442514;-0.479019892;0.201311384;0.680331276
2006-02;-0.047614033;-0.683328215;-0.602218683;-0.198100503;0.690995548;0.158116729;-0.029987044;0.065446433;0.095433477
2006-03;-0.09440013;-0.420037832;-0.611536603;-0.531122359;-0.226957087;-0.053852883;-0.057825686;-0.03713201;0.020693676
2006-04;0.116803656;-0.27599107;-0.199107315;-0.220210271;-1.264553651;-0.168125503;0.031923715;0.274775949;0.242852233
2006-05;0.378342372;-0.074302326;0.024729062;0.039199346;-0.419127883;-0.069354651;0.169074545;0.310296663;0.141222118
2006-06;0.168092682;0.242958394;0.182851556;0.095521084;-0.205198207;0.437249473;0.120949343;0.146000439;0.025051096
2006-07;0.104703115;0.234646147;0.078808981;0.071264279;0.292012558;0.004309221;0.104777952;-0.04649883;-0.151276782
2006-08;0.253643412;0.521797461;0.445025119;0.495735507;0.845722101;-0.01664455;0.224653925;0.143325469;-0.081328456
2006-09;0.345437637;0.765634796;0.637626755;0.912777468;1.241718783;0.046490047;0.277414114;0.155370769;-0.122043345
2006-10;0.100478017;0.74035096;0.745685162;0.887150412;1.714129118;-0.022352121;-0.038151884;0.277822398;0.315974282
2006-11;0.036235865;0.959572053;0.948834436;0.974590084;1.273416636;0.079741757;-0.161163408;0.50240034;0.663563748
2006-12;0.273103026;1.021564676;1.215071173;1.254579239;1.180309004;0.069248295;0.088717448;0.166773551;0.078056104
2007-01;0.155937672;0.7878763;0.850526736;1.042439697;0.708385407;0.085196844;-0.015495248;0.139550406;0.155045654
2007-02;0.160007211;0.605489879;0.169879318;0.184383439;0.243922277;0.080802018;-0.033339383;0.534334236;0.56767362
2007-03;-0.028996522;0.481252796;-0.00484006;-0.447153117;-0.363655167;0.06501254;-0.193343934;0.266449836;0.45979377
2007-04;-0.166429364;0.218397245;-0.029361456;-0.272607649;-0.571366715;-0.078988999;-0.262163869;0.174992898;0.437156767
2007-05;-0.112024894;-0.073650278;-0.360000864;-0.759203825;-1.121195557;0.260471828;-0.17439811;-0.012003417;0.162394694
2007-06;0.034426313;-0.039056718;-0.055626691;-0.406647919;-0.772881551;0.360288168;-0.027289014;-0.142848021;-0.115559007
2007-07;-0.283636258;-0.181068383;-0.350345001;-0.604858462;-0.586506905;0.219257637;-0.298509156;-0.215833615;0.082675541
2007-08;-0.189660026;-0.106838211;-0.517414005;-1.01016889;-0.912825417;0.183920658;-0.192957372;-0.392652509;-0.199695138
2007-09;-0.186160784;-0.477787024;-0.808935599;-0.987160878;-0.972784515;0.280418156;-0.076663399;-0.271014075;-0.194350675
2007-10;-0.140392789;-0.595096617;-1.142909052;-1.263842538;-1.483009387;-0.060260292;-0.124302228;-0.142961348;-0.018659121
2007-11;0.060545646;-1.085184148;-1.37420802;-1.521454695;-1.810118641;-0.110575811;0.050894485;-0.188086653;-0.238981138
2007-12;0.09580415;-0.769250943;-1.128097626;-1.325894302;-1.649232024;-0.16138519;0.081937603;-0.284291797;-0.3662294
2008-01;-0.032904478;-1.433633899;-1.536205905;-1.303240752;-0.146654008;0.039125476;-0.045476082;-0.113346256;-0.067870174
2008-02;-0.082311273;-1.383310435;-1.447837058;-1.038837955;0.408353945;0.056776577;0.077264728;-0.045793508;-0.123058236
2008-03;0.228103253;-1.077991625;-0.859876383;-0.390786275;0.721583251;0.149544606;0.213871963;0.13682025;-0.077051714
2008-04;0.375737016;-0.911050958;-0.774275098;-0.202461117;0.458168144;0.122906243;0.448452068;-0.018198597;-0.466650665
2008-05;0.333271063;-0.864299958;-0.609143097;0.056499612;0.167754902;0.237919397;0.494103569;0.242280343;-0.251823226
2008-06;0.2497933;-0.803352562;-0.559279804;-0.042095445;0.591208638;-0.058655751;0.422109806;0.266505687;-0.15560412
2008-07;0.33334015;-0.622959365;-0.175084998;0.357095551;1.055833912;0.154581144;0.39882782;0.237561145;-0.161266675
2008-08;0.195991232;-0.635217916;0.01904061;0.678582136;1.330002597;0.280117579;0.370546673;0.116275774;-0.254270899
2008-09;0.101082728;-0.547699247;-0.164179822;0.420453881;1.226473964;0.153896415;0.057784478;0.321450492;0.263666014
2008-10;-0.019243103;-0.379028614;-0.119632309;0.30458291;0.517708235;-0.124732344;-0.063237682;0.10715242;0.170390102
2008-11;0.162362447;-0.453275997;-0.266174426;0.034411484;0.045761161;-0.031547642;0.138680985;-0.067783551;-0.206464537
2008-12;-0.071494497;-0.739931445;-0.758520758;-0.58259978;-0.233053347;-0.135503169;-0.039622668;-0.100426891;-0.060804223
2009-01;-0.050819581;-0.826753977;-0.732018671;-0.275498717;-0.100436828;-0.08870452;0.044316949;-0.28194455;-0.326261499
2009-02;-0.155936214;-0.662765885;-0.514739759;-0.353968514;-0.252180903;-0.281986002;-0.034859889;-0.63126064;-0.596400751
2009-03;0.072265863;-0.50575869;-0.555740647;-0.607868354;-0.493524924;-0.058777837;0.222667527;-0.554109619;-0.776777146
2009-04;0.183616134;-0.166201065;-0.088412143;0.017804444;0.390771687;0.077498372;0.231255429;-0.429963135;-0.661218565
2009-05;0.574433033;0.076324014;0.275364496;0.472867883;0.572567627;0.33689167;0.428195916;-0.48869808;-0.916893996
2009-06;0.583141244;0.166245943;0.519969992;0.733908722;0.862899341;0.171056456;0.463082342;-0.220847234;-0.683929575
2009-07;0.061062941;0.334744914;0.633636004;0.889476844;1.147395071;0.0768645;0.038324449;0.174397628;0.136073179
2009-08;0.06421886;0.532968006;0.788832626;0.922120021;0.955563318;0.02702564;0.05386273;0.045051331;-0.008811398
2009-09;0.106566979;0.424802243;0.819179928;0.903314416;0.756503931;0.065058023;0.010212167;0.031996631;0.021784463
2009-10;0.278370664;0.946011938;1.008743158;0.821980065;0.346096531;0.185956665;0.310231497;0.174658365;-0.135573132
2009-11;0.130502719;1.260196104;1.555692022;1.172114488;0.316409772;0.168179053;0.210024233;0.161283795;-0.048740438
2009-12;0.214497795;1.270095222;1.806246539;1.5169757;0.729252829;0.323079671;0.497580946;0.184498296;-0.31308265
2010-01;0.340685331;1.253884643;1.65856192;1.160629363;0.167685761;0.246684214;0.602308756;0.467085434;-0.135223322
2010-02;0.353637392;1.019313164;1.305104901;0.817967368;-0.154969124;0.219687824;0.453073095;0.829504517;0.376431422
2010-03;0.571051506;0.966771409;1.242203836;0.812520569;0.036711416;0.382142022;0.709692614;1.170579925;0.460887312
2010-04;0.819614529;0.771067881;0.69207247;0.636509846;0.80599747;0.134069587;0.793746672;1.240851766;0.447105094
2010-05;0.834613176;0.244477511;-0.048854795;-0.046410081;0.284218761;-0.155866456;0.741726664;1.157848465;0.416121801
2010-06;0.798485343;-0.245589039;-0.500069153;-0.533081403;0.29139303;-0.033790317;0.875205847;0.898658507;0.02345266
2010-07;0.670469082;-0.659985347;-0.875227985;-0.834073099;-1.000861171;-0.048573837;0.606551089;0.711256311;0.104705222
2010-08;0.41777707;-1.148491686;-1.165925605;-0.946027163;-0.813547729;-0.093621974;0.44031523;0.549448351;0.109133121
2010-09;0.0314009;-1.486431925;-1.264530329;-0.893846045;-1.318176019;0.12882541;-0.045782994;0.281024545;0.32680754
2010-10;0.185117198;-1.342936387;-1.345911695;-1.339869762;-1.394187756;0.087450941;0.172121161;0.322649658;0.150528497
2010-11;0.266306565;-1.421879662;-1.372250794;-1.214681748;-1.259236245;-0.007229919;0.177710712;0.425982057;0.248271345
2010-12;0.150411505;-1.125374709;-1.131994053;-1.246805087;-1.136945984;0.038569359;0.069090133;0.653783286;0.584693153
2011-01;0.175772777;-1.16741651;-1.411077826;-1.225937548;-0.539041817;-0.088164884;0.014323543;0.716923266;0.702599723
2011-02;0.170700394;-1.062907179;-1.115441217;-0.726258084;0.073767202;0.192468817;0.221298591;0.329374424;0.108075833
2011-03;0.354177053;-0.47011469;-0.750583112;-0.738384212;-0.456190387;0.095165994;0.342641315;0.260833902;-0.081807413
2011-04;0.021185664;-0.71210194;-0.672256455;-0.295795027;0.021697236;0.185255253;-0.001306031;0.230319672;0.231625703
2011-05;0.049728393;-0.393733051;-0.295891315;-0.19436022;0.292555418;-0.414721104;-0.036373524;0.145440444;0.181813968
2011-06;0.088160725;-0.458079386;-0.209498481;0.050394978;0.444562856;-0.422156125;-0.042334877;0.337970738;0.380305615
2011-07;0.524090235;-0.362765382;-0.091945292;0.095674424;0.437152082;-0.371812457;0.387704593;0.170460849;-0.217243744
2011-08;0.261346496;-0.175772759;-0.33158891;-0.288406137;0.059070733;-0.203101067;0.053684997;0.02455207;-0.029132928
2011-09;0.118119129;-0.537221069;-0.592652054;-0.524687039;-0.583975075;-0.042995241;0.109086864;-0.130044073;-0.239130938
2011-10;-0.018512626;-0.676446098;-0.641240375;-0.699895512;-0.821860362;-0.170789294;-0.004670204;-0.105278245;-0.100608041
2011-11;-0.130697893;-0.800385634;-0.924199881;-0.990256334;-0.629574214;-0.375162527;-0.276641842;-0.226645692;0.049996149
2011-12;-0.495641186;-1.010628881;-0.909626352;-0.867118171;-0.635021069;-0.730224245;-0.69500058;-0.269606024;0.425394555
2012-01;-0.530166847;-0.931554044;-0.646138105;-0.535158159;-0.655886914;-0.630244012;-0.724592075;-0.329201512;0.395390563
2012-02;-0.967608462;-0.605204807;-0.472468812;-0.180441569;-0.051733371;-0.802191401;-1.066933433;-0.456859992;0.610073441
2012-03;-0.739713468;-0.663714656;-0.364763263;-0.043538833;0.036057607;-0.403090062;-0.735671733;-0.621146021;0.114525712
2012-04;-0.84367997;-0.50485924;-0.448839713;-0.022418745;0.985224307;-0.264120345;-0.855160384;-0.457145089;0.398015296
2012-05;-0.707377765;-0.402343088;-0.107001398;0.132728347;0.959180744;-0.256382787;-0.511865222;-0.293511674;0.218353548
2012-06;-0.572433592;-0.316388444;0.353668551;0.640831686;1.402257915;-0.244492762;-0.705942649;-0.099778371;0.606164278
2012-07;-0.474081902;-0.211278297;0.372945602;0.690079501;0.312118864;-0.003615709;-0.530406428;-0.037350554;0.493055874
2012-08;-0.252284702;0.136387467;0.798011074;0.795750041;0.153070254;0.029745996;-0.349844344;0.116550261;0.466394606
2012-09;-0.357893431;0.151651956;0.52829429;0.462860469;0.630759578;0.084310852;-0.399798693;0.37012821;0.769926903
2012-10;-0.430194131;0.374485568;0.444460073;0.057263849;-0.399661716;0.003221293;-0.469625708;0.131100477;0.600726186
2012-11;-0.408651371;0.402679973;0.585952395;0.309410312;-0.043192947;-0.198786479;-0.512181452;0.241390652;0.753572104
2012-12;-0.147539901;0.01949361;-0.417603425;-0.621508591;-0.421998929;-0.029930973;-0.349773512;0.077525517;0.427299029
2013-01;-0.103435114;-0.076421252;-0.427852131;-0.640433357;-0.045483556;0.039385407;-0.188727419;0.025758812;0.214486231
2013-02;-0.161697728;0.118278967;-0.433027289;-0.520981841;-0.058611311;-0.007738599;-0.310831045;0.120484769;0.431315814
2013-03;-0.253644119;-0.483024156;-0.12754304;0.135904734;-0.447398034;-0.026294789;-0.276156336;0.525355614;0.80151195
2013-04;-0.005790629;-0.137317238;0.201857455;0.089150239;-1.04038863;-0.088954334;-0.039409483;0.274313212;0.313722695
2013-05;-0.018933004;-0.216819366;-0.244681992;-0.664012915;-1.307617192;-0.259978073;0.056130629;0.276876437;0.220745808
2013-06;-0.054210159;-0.271285636;-0.263035023;-0.753701632;-1.844576845;-0.257531098;-0.088544561;0.027386518;0.11593108
2013-07;0.113401174;-0.165942793;-0.180876502;-0.50443926;-1.723581609;-0.312578228;0.001254431;-0.054723122;-0.055977553
2013-08;0.097680063;-0.190543798;-0.415454203;-0.677624003;-0.950884921;-0.207239331;0.025549349;0.092677358;0.067128009
2013-09;-0.038474854;0.061426471;0.132753512;0.023283612;-0.627947923;-0.212742918;-0.150087831;0.098845941;0.248933772
2013-10;-0.069302165;0.1311553;-0.084612275;0.024556463;-0.559433301;-0.271180593;-0.186603002;0.131362509;0.317965511
2013-11;-0.348647467;0.14694431;-0.009234379;-0.167523858;-0.493199289;-0.353242472;-0.435930597;-0.11474991;0.321180687
2013-12;-0.52933516;-0.329274889;-0.111449714;0.098915122;0.125025374;-0.035605954;-0.502656263;-0.198724698;0.303931564
2014-01;-0.26419537;-0.329622049;-0.440439265;-0.135946838;0.325913711;-0.059238634;-0.314354158;-0.274763464;0.039590694
2014-02;-0.258310035;-0.171920579;-0.813952055;-0.725227703;-0.850548568;0.118379572;-0.130374105;-0.492767505;-0.3623934
2014-03;-0.373941881;0.059240517;-0.281478059;0.023158863;-0.753751386;-0.230715454;-0.238733377;-0.7507264;-0.511993023
2014-04;-0.055384884;0.347841416;0.273092571;0.264233335;-0.22317139;-0.066346604;-0.091727277;-0.39488359;-0.303156314
2014-05;-0.025383033;0.52040304;0.554925698;0.696599856;0.813113702;0.127683852;-0.138063386;-0.329081039;-0.191017653
2014-06;0.233277494;0.236196627;0.569083425;1.046429369;1.461579904;0.00045437;0.149190059;-0.369112999;-0.518303058
2014-07;-0.107329938;0.029810039;0.023977923;0.543316939;1.540711661;-0.394560373;-0.066003625;-0.224340939;-0.158337315
2014-08;0.032167076;0.294550007;0.052168014;0.381117355;1.113674375;-0.201175243;-0.075621365;-0.176820882;-0.101199517
2014-09;0.121752591;0.54986958;0.400554256;0.419564397;0.807548129;-0.265985812;0.054004974;0.082909506;0.028904532
2014-10;-0.108192381;0.494764349;0.518712075;0.731715431;0.488463967;-0.02191259;-0.099720585;0.206162569;0.305883154
2014-11;-0.334303582;0.757274626;0.838377462;0.958482416;0.830962333;-0.236235921;-0.489053292;-0.14818329;0.340870002
2014-12;-0.566375247;0.77591703;0.711652697;0.854327301;-0.033517025;-0.325623722;-0.596687771;-0.132006993;0.464680778
2015-01;-0.416412611;0.733877137;0.58274211;0.611487022;0.201068821;-0.006422962;-0.172675522;-0.378620296;-0.205944774
2015-02;-0.157454538;0.994554452;0.826878399;0.436705526;-0.441074501;-0.024340832;0.109103832;-0.359490925;-0.468594757
2015-03;-0.123674229;0.987047106;0.519523904;0.173293979;0.247574915;-0.229667213;-0.054374;-0.493000746;-0.438626746
2015-04;-0.07016812;1.157192118;0.920579671;0.849537144;1.17088125;-0.060161716;-0.027563289;-0.619273235;-0.591709946
2015-05;-0.154872309;0.924976215;0.938594057;0.961959776;1.577891595;0.131128331;-0.101973663;-0.347422317;-0.245448654
2015-06;-0.081550755;0.948047482;1.149065642;1.375601712;2.117312534;-0.247009602;-0.067224567;-0.491063076;-0.423838509
2015-07;-0.107582992;0.935121358;1.387107952;1.824307091;2.618073587;-0.302292257;-0.121439933;-0.120174486;0.001265447
2015-08;-0.386483881;0.769487181;1.78923565;1.965181236;1.908093536;-0.325135651;-0.445316249;0.149999301;0.59531555
2015-09;-0.250866414;0.836162345;1.926068319;2.225071001;2.319302581;-0.275302326;-0.355936874;0.304428091;0.660364964
2015-10;-0.222468643;1.002044433;2.358795611;2.50817311;2.330384334;-0.172556148;-0.211528583;0.340457891;0.551986474
2015-11;-0.131952342;1.611020775;2.888242644;2.844313373;2.210408956;0.015950465;0.038497231;0.119965425;0.081468194
2015-12;0.147429621;1.451633165;2.538752911;2.704458917;2.305648643;0.152415473;0.388494817;0.000857491;-0.387637326
2016-01;0.297880538;1.316236185;2.624749016;2.601241363;1.35949768;0.430290619;0.370625886;0.208573421;-0.162052465
2016-02;0.161075215;1.424804354;2.381469991;2.0334064;1.134474995;0.04347282;0.286144712;0.123086408;-0.163058303
2016-03;0.068751169;1.246478679;1.722587328;1.620299648;1.219255507;0.164332066;0.112304254;0.055142891;-0.057161363
2016-04;-0.059469178;0.758658986;1.058304961;0.731969459;0.426826434;0.113347996;-0.011983286;-0.012120703;-0.000137416
2016-05;-0.233257992;0.558969098;0.296562801;-0.049999662;0.45427261;0.07924634;-0.163271254;0.078826875;0.242098129
2016-06;0.055346002;0.396483954;0.033874596;-0.023328509;0.41318833;0.243505003;0.193745374;0.059662694;-0.13408268
2016-07;0.12916728;0.129163298;-0.405310114;-0.470771822;0.438286945;0.247725781;0.28141958;0.086641679;-0.194777901
2016-08;0.05904668;-0.038900841;-0.45239163;-0.397102254;0.468537446;0.201139977;0.230667959;0.12820385;-0.102464109
2016-09;0.049841072;-0.210287582;-0.38738971;-0.051028985;0.687253401;-0.009847328;0.173797563;-0.015408039;-0.189205603
2016-10;0.058369993;-0.452253852;-0.657453633;-0.453780075;0.556526832;0.103306915;0.148972532;-0.062166322;-0.211138854
2016-11;-0.055463224;-0.461247023;-0.598992011;-0.487091984;0.325265121;0.113360635;0.041586008;0.152142552;0.110556543
2016-12;0.002027336;-0.097298223;-0.287606425;-0.242387266;0.500568904;0.387857975;0.104022177;0.238469734;0.134447557
2017-01;0.080685651;-0.115784268;-0.212701551;0.019254854;1.157287936;0.328271013;0.225828387;0.143164033;-0.082664354
2017-02;-0.252027265;-0.140505435;0.166112624;0.608467336;1.285300162;0.005928968;-0.15367003;-0.054683717;0.098986313
2017-03;0.019235114;-0.108708049;0.260592617;0.537255633;2.027871076;0.01035029;-0.160388601;-0.130866209;0.029522392
2017-04;0.060095501;0.075459791;0.419346444;0.606374305;0.923125018;0.077559771;-0.025391168;0.142376192;0.16776736
2017-05;-0.006406859;0.166369727;0.489313192;0.428592355;0.417382296;0.013715456;-0.019191266;0.418280399;0.437471665
2017-06;0.038748877;0.427193908;0.461690447;0.113149083;0.100112993;0.095923527;0.064311568;0.443593633;0.379282065
2017-07;-0.000129353;0.211394555;0.350312209;0.206710366;-0.204362402;-0.123098886;0.027014384;0.378808214;0.35179383
2017-08;0.253778062;0.052569612;-0.003552983;0.060213012;-0.163800032;0.032932624;0.286264136;0.31333801;0.027073873
2017-09;-0.059184259;-0.125296392;-0.2581464;-0.478504543;-0.611856236;0.125584666;0.012957355;0.161426761;0.148469407
2017-10;-0.252782796;-0.169672788;-0.318131129;-0.368283517;-0.95343452;0.151603421;-0.24443451;-0.029323121;0.215111389
2017-11;-0.07648349;-0.400784336;-0.881600584;-0.957368644;-0.995522663;-0.009365376;-0.104731648;0.158122282;0.26285393
2017-12;-0.166570216;-0.432858333;-0.894983064;-1.145148062;-1.086396157;-0.157907033;-0.276794457;0.237619399;0.514413856
2018-01;-0.107788381;-0.236208804;-0.649608906;-1.068614818;-0.629139505;0.352344755;-0.260498959;-0.144799262;0.115699697
2018-02;-0.256051148;-0.299809366;-0.629996162;-0.764661519;-0.371570364;-0.043984118;-0.370706452;-0.579102608;-0.208396156
2018-03;-0.243501536;-0.22368329;-0.698993113;-0.708106189;-0.712160775;-0.14523933;-0.38911707;-0.400776705;-0.011659635
2018-04;-0.331114431;0.00925927;-0.457239103;-0.458155042;-0.805653545;0.055043497;-0.277694466;-0.639105919;-0.361411453
2018-05;-0.269160676;0.099162125;-0.04503679;-0.080859019;-0.487220733;-0.012312899;-0.262320217;-0.929551985;-0.667231768
2018-06;-0.23865147;0.215895654;0.241604763;0.276989215;-0.609641659;0.202871671;-0.205621353;-0.9760889;-0.770467547
2018-07;-0.310717566;0.204266527;0.3044571;0.34290323;-0.169367439;0.188345829;-0.226086185;-0.741067947;-0.514981761
2018-08;-0.220321428;0.464922862;0.362462865;0.194002683;-0.003696856;0.041571454;-0.020810585;-0.480918398;-0.460107813
2018-09;-0.087315121;0.442156727;0.41126758;0.351239382;0.203586861;0.02728677;0.110885227;-0.480125087;-0.591010314
2018-10;0.033991509;0.878744992;0.965519683;0.862444609;0.43178578;0.171015662;0.17967096;-0.2381325;-0.41780346
2018-11;-0.075159166;0.79396523;0.958473415;1.021357364;0.92960798;0.205185133;0.015884137;-0.481717026;-0.497601163
2018-12;0.194214938;0.985043394;0.99187629;1.028378163;0.997054845;0.086963703;0.227732461;-0.513719277;-0.741451737
2019-01;0.101709694;0.844502296;0.761656881;0.810697565;0.975604837;0.240656543;0.213872777;-0.29003962;-0.503912397
2019-02;0.46604878;0.860194031;0.793562487;0.783308454;0.773614057;0.239369225;0.55234044;-0.161884912;-0.714225352
2019-03;0.716389453;0.874995034;1.079769164;0.863533962;0.54806076;0.311089327;0.86786842;-0.303586203;-1.171454623
2019-04;0.539587028;0.614014406;0.809882625;0.705055452;0.595399784;0.321968471;0.487671914;-0.349980636;-0.83765255
2019-05;0.163727979;0.615410563;0.835894524;0.725986626;0.244557771;0.19838465;0.333377965;-0.331931345;-0.66530931
2019-06;0.082716417;0.69093201;0.68622817;0.477083962;0.07833657;0.165261523;0.150592042;-0.16589242;-0.316484462
2019-07;0.003066703;0.715571117;0.506131975;0.106821319;-0.493196102;0.065526647;0.011339444;-0.168545375;-0.179884819
2019-08;-0.254195316;0.602713277;0.223658843;-0.069908286;-0.38759372;0.130611713;-0.257944739;-0.091441822;0.166502917
2019-09;-0.193067442;0.559483198;0.056303737;-0.166550157;-0.678798607;0.312994112;-0.092433543;0.07604699;0.168480533
2019-10;-0.328768411;0.838602667;0.61029644;0.242624389;-0.820041508;0.074438787;-0.264441039;-0.112166075;0.152274963
2019-11;-0.041757054;0.713406188;0.535714772;0.443783101;0.03477846;0.426369666;0.236242811;-0.331962028;-0.568204839
2019-12;0.251563813;0.839962563;0.494755846;0.346057841;0.447995776;0.269902784;0.436494455;-0.394675936;-0.831170392
2020-01;0.634240149;0.939842759;0.60213333;0.271592411;0.130735083;0.548636645;0.872627905;-0.282993919;-1.155621824
2020-02;0.469413966;0.880262888;0.421672832;0.142182293;0.323348852;0.502000504;0.51181769;0.063842742;-0.447974948
2020-03;0.647920075;0.710625185;0.552375283;0.226692135;0.56828022;0.295113589;0.530184568;0.234185997;-0.295998572
2020-04;0.623919164;0.483841411;0.483900945;0.447643725;0.32103884;0.190213557;0.517164118;0.276099377;-0.241064741
2020-05;0.342252619;-0.014647991;-0.175588255;-0.103772784;-0.149474768;0.265978075;0.431982947;0.077793719;-0.354189228
2020-06;0.254437546;0.091307111;-0.221887758;-0.56712531;-0.758546629;-0.04846708;0.298458117;0.334399251;0.035941134
2020-07;0.088173222;-0.009921625;-0.084391331;-0.380589524;-0.891824046;0.088544899;0.03155049;0.202109867;0.170559377
2020-08;0.057282969;-0.414762117;-0.488604805;-0.38790611;-0.593561156;0.264450686;0.056602625;0.088043198;0.031440572
2020-09;0.017773406;-0.506467461;-0.592906779;-0.774668543;-0.60162792;-0.147113991;-0.031195428;0.01745793;0.048653358
2020-10;0.168029774;-0.798024795;-1.090364805;-0.863621766;-0.574916562;-0.130023765;0.086555758;-0.026600637;-0.113156395
2020-11;0.213839731;-0.772374793;-1.185412324;-1.00656778;-0.525678193;-0.0632124;-0.06314911;0.010742911;0.073892021
2020-12;-0.116981096;-0.935161299;-0.944331608;-0.65618172;-0.730842399;-0.338069621;-0.301972936;0.039686274;0.341659209
2021-01;-0.235870693;-1.088378637;-0.850339897;-0.44612695;-0.629224072;-0.149571174;-0.375061517;0.098568259;0.473629775
2021-02;-0.451813819;-0.94723486;-0.812340312;-0.681038764;-0.481312636;-0.010397447;-0.607686459;-0.02580882;0.581877639
