mon_pluviometrico_hist_chuva_mm;RAI;SPI;Data
1.7529411764705882;-1.649290548687453;1.7529411764705882;1981-09-30
0.06666666666666667;-3.075177449865078;0.06666666666666667;1981-10-31
8.242424242424242;-2.425238385603764;8.242424242424242;1981-11-30
46.215625;-0.47269462501713067;46.215625;1981-12-31
28.54375;-2.0510584330323067;28.54375;1982-01-31
32.4;-2.2991266599998132;32.4;1982-02-28
67.97058823529412;-1.2335258406403786;67.97058823529412;1982-03-31
63.83125;0.20647636954305015;63.83125;1982-04-30
10.448387096774194;-2.261005134190135;10.448387096774194;1982-05-31
10.254545454545454;-1.1257730999848865;10.254545454545454;1982-06-30
10.847058823529412;-0.7409519000929687;10.847058823529412;1982-07-31
3.706060606060606;-0.7046044754780142;3.706060606060606;1982-08-31
9.881912878787878;2.7175869939054476;9.881912878787878;1982-09-30
3.8937500000000003;-1.7267242507488607;3.8937500000000003;1982-10-31
0.06875;-3.355989893990121;0.06875;1982-11-30
42.268750000000004;-0.7521054464333994;42.268750000000004;1982-12-31
80.77878787878788;0.3043457678072825;80.77878787878788;1983-01-31
110.940625;2.201543740272032;110.940625;1983-02-28
72.478125;-1.0362561719336505;72.478125;1983-03-31
12.15;-2.817573885488964;12.15;1983-04-30
2.012121212121212;-3.6341384676087536;2.012121212121212;1983-05-31
2.2272727272727275;-3.4438756945428572;2.2272727272727275;1983-06-30
5.65;-2.5288167929281986;5.65;1983-07-31
3.2515151515151515;-1.1000635544176465;3.2515151515151515;1983-08-31
0.0;-3.1197701337684336;0.0;1983-09-30
0.25;-3.010580889428373;0.25;1983-10-31
33.11515151515152;0.25319177410508;33.11515151515152;1983-11-30
16.812121212121212;-2.554254630309313;16.812121212121212;1983-12-31
31.990909090909092;-1.8784689717045335;31.990909090909092;1984-01-31
8.142424242424243;-3.940249647954317;8.142424242424243;1984-02-29
184.22424242424242;3.3456333240337273;184.22424242424242;1984-03-31
148.48787878787877;3.873339751536229;148.48787878787877;1984-04-30
28.375757575757575;0.40773891415754154;28.375757575757575;1984-05-31
3.3606060606060604;-3.1165935615248577;3.3606060606060604;1984-06-30
13.783870967741935;0.19234417966983935;13.783870967741935;1984-07-31
1.875757575757576;-2.2969863666749335;1.875757575757576;1984-08-31
10.487096774193548;2.9844495628647056;10.487096774193548;1984-09-30
19.60967741935484;1.835860285603519;19.60967741935484;1984-10-31
48.987096774193546;1.3773617766151227;48.987096774193546;1984-11-30
9.275757575757575;-3.0877758475072388;9.275757575757575;1984-12-31
296.33125;6.125900236035733;296.33125;1985-01-31
75.0;0.42573335691414094;75.0;1985-02-28
199.71818181818182;3.9342353745354752;199.71818181818182;1985-03-31
202.98823529411766;6.2339979119154565;202.98823529411766;1985-04-30
44.97575757575758;2.0846825043250563;44.97575757575758;1985-05-31
45.246875;5.594597673338622;45.246875;1985-06-30
14.615625;0.3966714415848646;14.615625;1985-07-31
12.54516129032258;4.366814125196825;12.54516129032258;1985-08-31
0.8843749999999999;-2.377899613233136;0.8843749999999999;1985-09-30
7.671875;-0.39552126947653676;7.671875;1985-10-31
36.15;0.4681424668619194;36.15;1985-11-30
137.97272727272727;3.1476939834926165;137.97272727272727;1985-12-31
26.083333333333332;-2.1742445047926005;26.083333333333332;1986-01-31
73.01;0.32740833716609274;73.01;1986-02-28
193.84193548387097;3.7110015955920983;193.84193548387097;1986-03-31
35.20645161290322;-1.4328533387243882;35.20645161290322;1986-04-30
9.735483870967743;-2.3770412094206828;9.735483870967743;1986-05-31
10.74;-0.9855843360557858;10.74;1986-06-30
12.748275862068967;-0.08690519554621622;12.748275862068967;1986-07-31
1.9142857142857144;-2.263466501888622;1.9142857142857144;1986-08-31
3.3370370370370366;-0.3204492532457673;3.3370370370370366;1986-09-30
7.655555555555555;-0.40127134209116794;7.655555555555555;1986-10-31
16.34642857142857;-1.5024203200096526;16.34642857142857;1986-11-30
29.77857142857143;-1.6363217072166107;29.77857142857143;1986-12-31
46.110344827586204;-1.1715489416798788;46.110344827586204;1987-01-31
32.05862068965517;-2.3222223493390075;32.05862068965517;1987-02-28
207.94666666666666;4.246828765486472;207.94666666666666;1987-03-31
35.39;-1.421829820135944;35.39;1987-04-30
23.846666666666664;-0.08022698667472007;23.846666666666664;1987-05-31
9.776666666666667;-1.2637741491210854;9.776666666666667;1987-06-30
8.303448275862069;-1.6159914471980872;8.303448275862069;1987-07-31
0.5857142857142856;-3.4193368954750336;0.5857142857142856;1987-08-31
4.517857142857142;0.35224696321680543;4.517857142857142;1987-09-30
9.160714285714285;0.06217824557047663;9.160714285714285;1987-10-31
18.010714285714286;-1.312905006209006;18.010714285714286;1987-11-30
37.27;-1.1059815746499184;37.27;1987-12-31
59.96;-0.4781360579849948;59.96;1988-01-31
31.22;-2.3789584265843833;31.22;1988-02-29
215.51999999999998;4.534533487687521;215.51999999999998;1988-03-31
142.60666666666668;3.618597722733697;142.60666666666668;1988-04-30
15.416666666666668;-1.4523404500230954;15.416666666666668;1988-05-31
33.61666666666667;3.5020241608521245;33.61666666666667;1988-06-30
16.367857142857144;0.8271217695712683;16.367857142857144;1988-07-31
3.8333333333333335;-0.593875933374917;3.8333333333333335;1988-08-31
3.125;-0.49831953117020933;3.125;1988-09-30
14.696296296296296;1.001827689034296;14.696296296296296;1988-10-31
38.94814814814814;0.6663282695085841;38.94814814814814;1988-11-30
104.93461538461538;1.9253865273493458;104.93461538461538;1988-12-31
31.79642857142857;-1.8882060587407565;31.79642857142857;1989-01-31
33.667857142857144;-2.213351002803922;33.667857142857144;1989-02-28
